product_id,brand_name,review_id,review_title,review_text,author,review_date,review_rating,is_a_buyer,pro_user,review_label,CATEGORY,SUB CATEGORY,product_title,mrp,price,product_rating,product_rating_count,product_tags,product_url
981,Lakme,11632586,Good,Light black colour for people who don't want to wear intense black kajals.,Ishika Gupta,12/4/2019 0:32,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,11537621,Loved it,I loved the product. Doesn’t get smudged after applying.,rishitha jhansi ,11/30/2019 18:02,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,11519096,Kajal lakme,Bold stroke kajal pencil. Only one stroke is enough.,Harsha Deepak,11/30/2019 0:21,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,11359630,I just love this product,"You can wear it on parties you don't have to worry about sweat and water because it is waterproof (in my opinion) I just like this because it is long-lasting, smudge proof, waterproof. You should definitely buy this instead of buying 1000 of rupees on a Kajal. The two things about this I like is its affordable and not harsh on your eyes.",thespooky one,11/18/2019 18:19,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,10935353,Best kajal,Easy trendy eye wear for all Indian women. Love it.,Asha Parekh,10/17/2019 12:06,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,19086481,Lakme Kajal,"Its so so amazing product, thought of giving it a 5 star...u don't feel heavy at all",Steffy Mathew,6/21/2021 11:59,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,19064951,Lakme kajol black,"This kajol is easy daily use, not too dark but ok ok type, no offer is on this, but good product to always have in bag",Roshini,6/19/2021 21:03,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,19049671,Amazing kajal,At first I was a bit spectacle about this product but it turned out to be really amazing!! I just love it. Best for daily use. Comes off easily without leaving any extra kajal on your eyes. Do give it a try!,Rushil Sinha,6/19/2021 3:27,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15128627,Beautiful lakme,Thanks Nayka for this beautiful lakme Kajal just loved it,Shonali Shona,10/13/2020 13:15,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14868277,Smooth and gentle,The packaging was so good and its very smooth on your eyes. Just go for it,Femi Mariyam,9/22/2020 11:13,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14659907,Solid product,Doesn’t smudge at all and pretty easy to remove with makeup remover. It glides on smoothly and is really easy to use.,Rohini Sen,9/5/2020 16:58,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14620958,Small for the price,"But go for it, cause it doesn't gives irritation to eyes",Venuka Baskaran,9/2/2020 17:05,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14541300,Lakme kajal,Very easy to apply. Nice dark black.,Prabha Srinivas,8/27/2020 8:41,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14516824,Value for money,The lakme kajal works great for daily use.... It's highly pigmented and doesn't smudge...,NIDHI GUPTA,8/25/2020 11:31,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14502205,World best kajal,This kajal is super affordable and smudge proof,Farha,8/24/2020 9:03,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14493598,Absolute love,I have been using this kajal since my school days and its almost been more than 15 years i still am using this. Absolutely love this product. Perfect for my eyes. Dark bold and bright is what i always look for and this seemed to always be perfect.,Sayantani mallick,8/23/2020 12:44,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14478432,Lakme love,Dark of the darkest......perfect kajal by lakme from nykaa..!,Bhavya Nukala,8/21/2020 23:02,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14417760,Must buy,"Highly recommend, best kajal and not so expensive",TANZEELA World,8/17/2020 18:58,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14407389,Very nice,Very beautiful and dark. Gives good definition to the eyes,Rhea Rebello,8/17/2020 0:31,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14362813,Great,This kajal is fab..but little smudges...not bothering bcz its grt,marthamma sunkisala,8/13/2020 12:53,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14239334,Nice,This is very nice kajal..but it does smudge..,Amreen Khan,8/4/2020 14:17,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14131640,Good and budget friendly,One of the best and budget friendly kajal.works amazing lasts for a long Time.,Poonam Agarwal,7/30/2020 1:58,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14109425,Intense black kajal,From very beginning i m purchasing this kajal.... This is very soft kajal ..,Amba Shaw,7/29/2020 11:49,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,13662988,Worth money,"Good product. Money worth product. If anyone going for an affordable kajal, buy this one.",Sailaja Sudheer,6/30/2020 20:24,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,13594458,Review,It was too good tq can buy worth the money,Sravani,6/25/2020 16:03,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,13518149,Great product,It's my 3 time to buy this kajal. It's dark and stays for long time.,neha chavan,6/19/2020 10:42,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,13272228,Lakme Kajal,It's too good came in such a good packaging ... In less money a good product ????,mishaal Anwar,5/23/2020 16:42,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,11973244,Just awsm kajal,Im using this kajal since my school time & its best..,Swati Upadhyay,12/27/2019 19:08,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,11669396,Lakme Kajal - Black,It is slightly smudge and give you the boot vala look other things are best ?,sakshi gaikwad,12/5/2019 13:11,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,10847351,Good for daily use,lovely product for ladies (with low budget) must try and buy it!,areeba khan,10/11/2019 23:14,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,3486232,"Darkest Black,superb","I am using this for 10 years and this Is the best kajal, at an affordable price, safe for eyes. Darkest black in such a good price, love it",Tasmiya SR,11/27/2018 0:07,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,13248749,Lakme Kajal,Nice Kajal but it's not long lasting,Doris Sukhija,5/20/2020 23:09,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,13185184,Oddly my eyes are allergic to every kajal but this.,Love it and been using it since 10 years now. Best affordable kajal. Down side is that you have to sharpen it with use. If you have no problem with sharpening. Go for it girl!,Olivia Herald,5/13/2020 7:05,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,13178185,Great product,In my hone people are using this since years,Apurva Jaiswal,5/12/2020 10:48,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,13028917,Not smudge proof!,This kajal is one of the oldest one and very popular. It gives a dark bold line and good in quantity also compared to price. Only and d biggest con is this isn’t a smudge proof.,Ritu Jain,3/23/2020 14:00,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,12845204,child hood friend,i have some obession with this product i am using it for the past 10 years many proudct cum n go but this stays with me forever,POOJA SINGH,3/8/2020 10:56,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,12762682,Like,Too useful and convenient time saving product.,Devang Pandya,3/1/2020 13:51,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,12554811,Nice,Good eye Kajal at this price. From my past experiences this is a wonderful product. Provide lovely look for eyes.,chithra m,2/13/2020 9:11,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15059442,Good,It's nice and smooth to apply. Super cool for daily ware,Riffath Sultana,10/7/2020 21:06,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15178050,Worth trying,Amazing serum regular use can definately give you a glowing face.. loved it,nagma rehman,10/16/2020 4:51,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,18660633,Very good,Very nice kajal i used it for my bride for waterline and its good in quality easy to blend which is exactly what i was looking for,Ragini Soni,5/29/2021 14:15,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15231193,Great product,As usual great product since ages. Beautiful eyes.,Sukeshi Srivastava,10/19/2020 12:08,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,18560483,Lakmé thick Kajal,The best natural healthy allergy free Kajal. I can’t do without it. This is the only one that suits my sensitive eyes.,Zehratul Quresh,5/23/2021 23:29,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,18525063,Good product,Soo pigmented. long lasting formula. No itching no harsh on your eyes,Soft Heart,5/21/2021 19:58,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,18451596,Best!,"Makeup is incomplete without an kajal. And this is my everyday favourite kajal..its affordable, smudge proof and waterproof. Loved it!",Akshata R.,5/17/2021 19:46,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,18443270,Best in affordable,The kajal is so smooth n glides easily. One of the best affordable products. Though smudges after a few hours but every kajal does. Great recommendations from my side,Megha Verma,5/17/2021 13:18,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,18262155,loved it,"always purchase it for my mom. she is been using this product from same brand from more than 5-6 years now. beet is the price , quality and quantity being offered.",aanya kakkar,5/10/2021 11:24,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,18025115,Decent one,"Decent one for the price, pigmentation is also good, but not waterproof and not smudgefree",Anju Jayaprakash,5/1/2021 15:07,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17919309,Best one,I just loved using this product give your eye's a fine look and easily affordable. Travel friendly and good for daily use,mendhika lover's,4/22/2021 22:16,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17909325,Kajal,i use this kajal since childhood nd its my favrt one.,Deepa Rawat,4/22/2021 10:32,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17840088,Basic and best,The only kajal that Suits my eye as my eyes are very sensitive,Avni Drona,4/17/2021 1:01,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17830702,Omg!,Intense black .....slide smooth giving u gorgeous black eyes!,preetha saravanan,4/16/2021 13:29,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17735978,Amazing....,Wonderful job nykaa...... Delivery was too fast and packing was extremely good... The products was tooooo good and i loved it... I ll be ypur regular customer from now onwards... Good job go ahead,varu yuvi,4/10/2021 10:04,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17696624,Excellent,Excellent💯👍👏. Genuine product. Lakme kajal best as usual. Great product at reasonable cost. Very happy.,Priyadarshini Das,4/7/2021 14:11,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17573409,Lakme never disappointed,Absolutely light weighted Kajal. Lakme never disappointed. ❣️,Shivali mehra,3/30/2021 10:58,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17529337,Loved it...,Easy to draw n its good...,Anonymous,3/26/2021 15:45,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17491666,Dark black,Dark black kajal..love it🥰😘,Marvi Bhagat,3/23/2021 17:41,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17438306,WOW,Using this for months and my lord! This is soo good and long lasting!,Arati Adyanthaya,3/18/2021 17:25,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17335165,Nyc kajal,Awesome lakme kajal for daily base use,Shivani Singh,3/10/2021 14:16,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17306282,⭐⭐⭐⭐⭐,good for everyday use...using since school days☺️,monika kumawat,3/8/2021 10:16,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17191722,Loved it,Deep pigmentation under good price!!! Unbelievable!,Apurva Patil,2/25/2021 14:44,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17176557,Love the kajal,"as described, I got the same one.",Shweta Garg,2/24/2021 9:54,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16725595,Great purchase,This is great kajal to apply on waterline. I loved it.,Shobana Ravi,1/21/2021 18:21,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16707293,Great,Been using this particular kajal for god knows how long...so many products come and go but this beauty is my all time fav..if your are worried about smearing..here is an age old trick...just dust a tiny amount of eyeshadow or translucent powder..wont smudge as long as you dnt forget and rub your eyes..lol,Pallabi Das,1/20/2021 15:56,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16621688,Thick and bold,Long lasting bold and for smudging easy to do,Sruthi Nair,1/13/2021 20:01,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16491491,Nice kajal,My fav kajal. Using it since my childhood .. No irritation in eyes. One of d Best kajal ..,rachana verma,1/3/2021 10:32,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16474161,Awesome,For daily use purpose go for it....Very budget friendly,sakila begam,1/1/2021 16:10,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16356703,Gud one,If u want thick kajal then it definitely buy itt,Nishi Singh,12/23/2020 16:44,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15894225,Lakme kajal,Kajal is very good it dosen't spread I loved it,swati pujari,11/30/2020 12:49,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15729694,Great product at great Price,I loved the kajal.. Its long lasting and no irritation to the eyes!,ami mehta,11/21/2020 19:00,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15386875,Good,Does what is needed. Good price and nice quality.,Amanda OP,10/29/2020 13:56,5,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
9471,Lakme,944421,Beautiful,The shades are all so beautiful and they just glide on. Very easy to use.,Chandana KR,9/14/2017 14:25,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,148687,Real silk!,"It is great start for beginners who hesitate to get a liquid eyeliner, like me. It looks very beautiful with a glossy finish. It is also great for upper and lower waterline. Loving this product!",Shivani,11/18/2015 21:24,5,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,140249,Cosmos Blue Rocks!!!,"I have recently bought two of the forever silk liner range, Blue Cosmos and Jaded Mint. I have worn the mint to work and it did not smudge at all on my oily lids throughout the day. Positives: 1. The range is certainly smudge proof. Once applied the product doesn't come off even if you rub your eyes. 2. Strong pigmentation. One stroke is enough. 3. No transfer to socket line :) Negatives: 1. It takes a lot of effort to remove it off the lids at the end of the day as its highly pigmented. 2. Slightly pricey compared to Maybelline.",Dreamz,10/22/2015 19:07,5,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,123266,Eyelinet,It's the best eye liner I have used.... N Nykaa the best place to purchase things I have been ordering rom Nykaa from years and I found it amazing It gives on t delivery n most imp can on delivery,Anam,9/4/2015 22:07,5,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,123264,Eyelinet,It's the best eye liner I have used.... N Nykaa the best place to purchase things I have been ordering rom Nykaa from years and I found it amazing It gives on t delivery n most imp can on delivery,Anam,9/4/2015 22:05,5,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,101151,amazing,I have the electric violet shade.its amazing.the best violet I have ever seen.cons are its a one way twist up pencil meaning this pencil goes up but can't be slides down which is why we can't know how much of the product is left.and price is much high compared to the quantity. Good product .,Sushovna,7/11/2015 20:30,5,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,40568,The Best!!!,I have purchased this eyeliner in the shade Earth Line and I must say I absolutely LOVE it!!! It is so creamy. It just glides like silk. There is no tugging and no flaking. The pigmentation is just amazing. A MUST HAVE!!!,Andy,10/4/2014 21:10,5,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,2182055,Little shining,It has little shin in kajal but its ok for me and love the black colour just in 1 swipe.,aishwarya singh,6/23/2018 13:13,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,557551,Electric Violet,Highly pigmented liner. Doesn't smudge easily. But not entirely transfer proof either. Application is easy because of pen shape; but it is not a regular roll up pen so have to be very careful.,Atrayee Chatterjee,3/13/2017 0:59,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,57498,Great product,"Absolutely wonderful product. Very creamy, glides on without any tugging or pulling. The pigmentation is also very good, although not as good as the eyeconic kajal by Lakme. Does not smudge. Can be applied on the lids and the waterline.",Mini,3/6/2015 15:34,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,12255347,Good product,"I'm in love with Lakme eye products. They are amazing, doesn't smudge or irritate eyes, long-lasting and waterproof.",Sharmistha,1/20/2020 15:09,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,10460204,Good product,One of the best kajal I have used ever. Must use for an intense dark black lined eyes.,Sanghamitra Sarkar,9/14/2019 14:00,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,4097973,Nice,It's a nice kajal liner. Smooth and works great on my eyelids.,Parminder,1/21/2019 8:10,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,1160080,Very good,I have bought the blue cosmic. The kajal is very pigmented and can be esily appiled wd only one stroke. The main problem is its mechanism which is one click use.,DIKSHA BISHT,11/25/2017 22:22,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,1025791,loved it,I just loved the jaded mint. it's long long lasting and you can create smokey eye with the same as well,anjali ok,10/7/2017 20:36,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,769143,good product worth buying,This eyeliner gives a gentle finish to your eyes.,Richa joshi,7/18/2017 8:21,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
9471,Lakme,754628,Smooth and Dark,I bought the black and blue eyeliner. And I must say that both are very smooth and glide easily on the eyelid. The blue color is very attractive and is dark enough for smoky eyes. The best part about this eyeliner is that it is not in pencil form which requires constant sharpening. This liner is very sleek and easy to hold and apply. The lakme absolute eyeliner range is better than lakme eyeconic.Got an original product from Nykaa,Preeti Aggarwal,7/13/2017 8:55,4,FALSE,FALSE,,EYE,EYE LINER,Lakme Absolute Forever Silk Eyeliner,395,395,3.4,270,,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
